Alopochelidon fucata,Passeriformes,Fluvicolinae,Hirundinidae,andorinha-morena,Tawny-headed Swallow,,
Atticora fasciata,Passeriformes,Fluvicolinae,Hirundinidae,peitoril,White-banded Swallow,,
Atticora tibialis,Passeriformes,Fluvicolinae,Hirundinidae,calcinha-branca,White-thighed Swallow,,
Stelgidopteryx ruficollis,Passeriformes,Fluvicolinae,Hirundinidae,andorinha-serradora,Southern Rough-winged Swallow,,
Progne tapera,Passeriformes,Fluvicolinae,Hirundinidae,andorinha-do-campo,Brown-chested Martin,,
Progne subis,Passeriformes,Fluvicolinae,Hirundinidae,andorinha-azul,Purple Martin,,
Progne chalybea,Passeriformes,Fluvicolinae,Hirundinidae,andorinha-grande,Gray-breasted Martin,,
Progne elegans,Passeriformes,Fluvicolinae,Hirundinidae,andorinha-do-sul,Southern Martin,,
Tachycineta albiventer,Passeriformes,Fluvicolinae,Hirundinidae,andorinha-do-rio,White-winged Swallow,,
Tachycineta leucorrhoa,Passeriformes,Fluvicolinae,Hirundinidae,andorinha-de-sobre-branco,White-rumped Swallow,,
Tachycineta leucopyga,Passeriformes,Fluvicolinae,Hirundinidae,andorinha-chilena,Chilean Swallow,,
Riparia riparia,Passeriformes,Fluvicolinae,Hirundinidae,andorinha-do-barranco,Bank Swallow,,
Hirundo rustica,Passeriformes,Fluvicolinae,Hirundinidae,andorinha-de-bando,Barn Swallow,,
Petrochelidon pyrrhonota,Passeriformes,Fluvicolinae,Hirundinidae,andorinha-de-dorso-acanelado,Cliff Swallow,,
Microcerculus marginatus,Passeriformes,Fluvicolinae,Troglodytidae,uirapuru-veado,Scaly-breasted Wren,,
Microcerculus ustulatus,Passeriformes,Fluvicolinae,Troglodytidae,flautista-do-tepui,Flutist Wren,,
Microcerculus bambla,Passeriformes,Fluvicolinae,Troglodytidae,uirapuru-de-asa-branca,Wing-banded Wren,,
Odontorchilus cinereus,Passeriformes,Fluvicolinae,Troglodytidae,cambaxirra-cinzenta,Tooth-billed Wren,NT,
Troglodytes musculus,Passeriformes,Fluvicolinae,Troglodytidae,corruíra,Southern House Wren,,
Troglodytes rufulus,Passeriformes,Fluvicolinae,Troglodytidae,corruíra-do-tepui,Tepui Wren,,
Cistothorus platensis,Passeriformes,Fluvicolinae,Troglodytidae,corruíra-do-campo,Sedge Wren,,
Campylorhynchus griseus,Passeriformes,Fluvicolinae,Troglodytidae,garrincha-dos-lhanos,Bicolored Wren,,
Campylorhynchus turdinus,Passeriformes,Fluvicolinae,Troglodytidae,catatau,Thrush-like Wren,,
Pheugopedius genibarbis,Passeriformes,Fluvicolinae,Troglodytidae,garrinchão-pai-avô,Moustached Wren,,
Pheugopedius coraya,Passeriformes,Fluvicolinae,Troglodytidae,garrinchão-coraia,Coraya Wren,,
Cantorchilus leucotis,Passeriformes,Fluvicolinae,Troglodytidae,garrinchão-de-barriga-vermelha,Buff-breasted Wren,,
Cantorchilus guarayanus,Passeriformes,Fluvicolinae,Troglodytidae,garrincha-do-oeste,Fawn-breasted Wren,,
Cantorchilus longirostris,Passeriformes,Fluvicolinae,Troglodytidae,garrinchão-de-bico-grande,Long-billed Wren,,
Cantorchilus griseus,Passeriformes,Fluvicolinae,Troglodytidae,garrincha-cinza,Gray Wren,,
Henicorhina leucosticta,Passeriformes,Fluvicolinae,Troglodytidae,uirapuru-de-peito-branco,White-breasted Wood-Wren,,
Cyphorhinus arada,Passeriformes,Fluvicolinae,Troglodytidae,uirapuru,Musician Wren,,
Donacobius atricapilla,Passeriformes,Fluvicolinae,Donacobiidae,japacanim,Black-capped Donacobius,,
Microbates collaris,Passeriformes,Fluvicolinae,Polioptilidae,chirito-de-coleira,Collared Gnatwren,,
Ramphocaenus melanurus,Passeriformes,Fluvicolinae,Polioptilidae,chirito,Long-billed Gnatwren,,
Ramphocaenus sticturus,Passeriformes,Fluvicolinae,Polioptilidae,chirito-do-bambu,Chattering Gnatwren,,
Polioptila plumbea,Passeriformes,Fluvicolinae,Polioptilidae,balança-rabo-de-chapéu-preto,Tropical Gnatcatcher,,
Polioptila lactea,Passeriformes,Fluvicolinae,Polioptilidae,balança-rabo-leitoso,Creamy-bellied Gnatcatcher,NT,
Polioptila guianensis,Passeriformes,Fluvicolinae,Polioptilidae,balança-rabo-guianense,Guianan Gnatcatcher,,
Polioptila paraensis,Passeriformes,Fluvicolinae,Polioptilidae,balança-rabo-paraense,Para Gnatcatcher,,
Polioptila attenboroughi,Passeriformes,Fluvicolinae,Polioptilidae,balança-rabo-do-inambari,Inambari Gnatcatcher,,
Polioptila facilis,Passeriformes,Fluvicolinae,Polioptilidae,balança-rabo-do-rio-negro,Rio Negro Gnatcatcher,,
Polioptila dumicola,Passeriformes,Fluvicolinae,Polioptilidae,balança-rabo-de-máscara,Masked Gnatcatcher,,
Catharus fuscescens,Passeriformes,Fluvicolinae,Turdidae,sabiá-norte-americano,Veery,,
Catharus minimus,Passeriformes,Fluvicolinae,Turdidae,sabiá-de-cara-cinza,Gray-cheeked Thrush,,
Catharus swainsoni,Passeriformes,Fluvicolinae,Turdidae,sabiá-de-óculos,Swainson's Thrush,,
Cichlopsis leucogenys,Passeriformes,Fluvicolinae,Turdidae,sabiá-castanho,Rufous-brown Solitaire,EN,
Turdus iliacus,Passeriformes,Fluvicolinae,Turdidae,sabiá-ruivo,Redwing,NT,
Turdus leucops,Passeriformes,Fluvicolinae,Turdidae,sabiá-preto,Pale-eyed Thrush,,
Turdus flavipes,Passeriformes,Fluvicolinae,Turdidae,sabiá-una,Yellow-legged Thrush,,
Turdus leucomelas,Passeriformes,Fluvicolinae,Turdidae,sabiá-branco,Pale-breasted Thrush,,
Turdus fumigatus,Passeriformes,Fluvicolinae,Turdidae,sabiá-da-mata,Cocoa Thrush,,
Turdus hauxwelli,Passeriformes,Fluvicolinae,Turdidae,sabiá-bicolor,Hauxwell's Thrush,,
Turdus rufiventris,Passeriformes,Fluvicolinae,Turdidae,sabiá-laranjeira,Rufous-bellied Thrush,,
Turdus nudigenis,Passeriformes,Fluvicolinae,Turdidae,caraxué,Spectacled Thrush,,
Turdus sanchezorum,Passeriformes,Fluvicolinae,Turdidae,sabiá-da-várzea,Varzea Thrush,,
Turdus lawrencii,Passeriformes,Fluvicolinae,Turdidae,caraxué-de-bico-amarelo,Lawrence's Thrush,,
Turdus amaurochalinus,Passeriformes,Fluvicolinae,Turdidae,sabiá-poca,Creamy-bellied Thrush,,
Turdus ignobilis,Passeriformes,Fluvicolinae,Turdidae,caraxué-de-bico-preto,Black-billed Thrush,,
Turdus olivater,Passeriformes,Fluvicolinae,Turdidae,sabiá-de-cabeça-preta,Black-hooded Thrush,,
Turdus subalaris,Passeriformes,Fluvicolinae,Turdidae,sabiá-ferreiro,Eastern Slaty Thrush,,
Turdus albicollis,Passeriformes,Fluvicolinae,Turdidae,sabiá-coleira,White-necked Thrush,,
Mimus gilvus,Passeriformes,Fluvicolinae,Mimidae,sabiá-da-praia,Tropical Mockingbird,,
Mimus saturninus,Passeriformes,Fluvicolinae,Mimidae,sabiá-do-campo,Chalk-browed Mockingbird,,
Mimus triurus,Passeriformes,Fluvicolinae,Mimidae,calhandra-de-três-rabos,White-banded Mockingbird,,
Anthus lutescens,Passeriformes,Fluvicolinae,Motacillidae,caminheiro-zumbidor,Yellowish Pipit,,
Anthus furcatus,Passeriformes,Fluvicolinae,Motacillidae,caminheiro-de-unha-curta,Short-billed Pipit,,
Anthus correndera,Passeriformes,Fluvicolinae,Motacillidae,caminheiro-de-espora,Correndera Pipit,,
Anthus nattereri,Passeriformes,Fluvicolinae,Motacillidae,caminheiro-grande,Ochre-breasted Pipit,VU,
Anthus hellmayri,Passeriformes,Fluvicolinae,Motacillidae,caminheiro-de-barriga-acanelada,Hellmayr's Pipit,,
Zonotrichia capensis,Passeriformes,Fluvicolinae,Passerellidae,tico-tico,Rufous-collared Sparrow,,
Ammodramus humeralis,Passeriformes,Fluvicolinae,Passerellidae,tico-tico-do-campo,Grassland Sparrow,,
Ammodramus aurifrons,Passeriformes,Fluvicolinae,Passerellidae,cigarrinha-do-campo,Yellow-browed Sparrow,,
Arremonops conirostris,Passeriformes,Fluvicolinae,Passerellidae,tico-tico-cantor,Black-striped Sparrow,,
Arremon taciturnus,Passeriformes,Fluvicolinae,Passerellidae,tico-tico-de-bico-preto,Pectoral Sparrow,,
Arremon semitorquatus,Passeriformes,Fluvicolinae,Passerellidae,tico-tico-do-mato,Half-collared Sparrow,,
Arremon franciscanus,Passeriformes,Fluvicolinae,Passerellidae,tico-tico-do-são-francisco,Sao Francisco Sparrow,NT,
Arremon flavirostris,Passeriformes,Fluvicolinae,Passerellidae,tico-tico-de-bico-amarelo,Saffron-billed Sparrow,,
Atlapetes personatus,Passeriformes,Fluvicolinae,Passerellidae,tico-tico-do-tepui,Tepui Brushfinch,,
Protonotaria citrea,Passeriformes,Fluvicolinae,Parulidae,mariquita-protonotária,Prothonotary Warbler,,
Parkesia noveboracensis,Passeriformes,Fluvicolinae,Parulidae,mariquita-boreal,Northern Waterthrush,,
Setophaga ruticilla,Passeriformes,Fluvicolinae,Parulidae,mariquita-de-rabo-vermelho,American Redstart,,
Setophaga cerulea,Passeriformes,Fluvicolinae,Parulidae,mariquita-azul,Cerulean Warbler,VU,
Setophaga pitiayumi,Passeriformes,Fluvicolinae,Parulidae,mariquita,Tropical Parula,,
Setophaga petechia,Passeriformes,Fluvicolinae,Parulidae,mariquita-amarela,Yellow Warbler,,
Setophaga striata,Passeriformes,Fluvicolinae,Parulidae,mariquita-de-perna-clara,Blackpoll Warbler,NT,
Setophaga fusca,Passeriformes,Fluvicolinae,Parulidae,mariquita-papo-de-fogo,Blackburnian Warbler,,
Setophaga virens,Passeriformes,Fluvicolinae,Parulidae,mariquita-de-garganta-preta,Black-throated Green Warbler ,,
Geothlypis agilis,Passeriformes,Fluvicolinae,Parulidae,mariquita-de-connecticut,Connecticut Warbler,,
Geothlypis aequinoctialis,Passeriformes,Fluvicolinae,Parulidae,pia-cobra,Masked Yellowthroat,,
Cardellina canadensis,Passeriformes,Fluvicolinae,Parulidae,mariquita-do-canadá,Canada Warbler,,
Myioborus miniatus,Passeriformes,Fluvicolinae,Parulidae,mariquita-cinza,Slate-throated Redstart,,
Myioborus castaneocapilla,Passeriformes,Fluvicolinae,Parulidae,mariquita-de-cabeça-parda,Tepui Redstart,,
Basileuterus culicivorus,Passeriformes,Fluvicolinae,Parulidae,pula-pula,Golden-crowned Warbler,,
Myiothlypis bivittata,Passeriformes,Fluvicolinae,Parulidae,pula-pula-de-duas-fitas,Two-banded Warbler,,
Myiothlypis flaveola,Passeriformes,Fluvicolinae,Parulidae,canário-do-mato,Flavescent Warbler,,
Myiothlypis leucoblephara,Passeriformes,Fluvicolinae,Parulidae,pula-pula-assobiador,White-browed Warbler,,
Myiothlypis leucophrys,Passeriformes,Fluvicolinae,Parulidae,pula-pula-de-sobrancelha,White-striped Warbler,,
Myiothlypis fulvicauda,Passeriformes,Fluvicolinae,Parulidae,pula-pula-de-cauda-avermelhada,Buff-rumped Warbler,,
Myiothlypis mesoleuca,Passeriformes,Fluvicolinae,Parulidae,pula-pula-da-guiana,Riverside Warbler,,
Myiothlypis rivularis,Passeriformes,Fluvicolinae,Parulidae,pula-pula-ribeirinho,Neotropical River Warbler,,
Psarocolius angustifrons,Passeriformes,Fluvicolinae,Icteridae,japu-pardo,Russet-backed Oropendola,,
Psarocolius viridis,Passeriformes,Fluvicolinae,Icteridae,japu-verde,Green Oropendola,,
Psarocolius decumanus,Passeriformes,Fluvicolinae,Icteridae,japu,Crested Oropendola,,
Psarocolius bifasciatus,Passeriformes,Fluvicolinae,Icteridae,japuguaçu,Olive Oropendola,,
Procacicus solitarius,Passeriformes,Fluvicolinae,Icteridae,iraúna-de-bico-branco,Solitary Black Cacique,,
Cacicus chrysopterus,Passeriformes,Fluvicolinae,Icteridae,japuíra,Golden-winged Cacique,,
Cacicus haemorrhous,Passeriformes,Fluvicolinae,Icteridae,guaxe,Red-rumped Cacique,,
Cacicus oseryi,Passeriformes,Fluvicolinae,Icteridae,japu-de-capacete,Casqued Cacique,,
Cacicus latirostris,Passeriformes,Fluvicolinae,Icteridae,japu-de-rabo-verde,Band-tailed Cacique,,
Cacicus koepckeae,Passeriformes,Fluvicolinae,Icteridae,tecelão-do-acre,Selva Cacique,EN,
Cacicus cela,Passeriformes,Fluvicolinae,Icteridae,xexéu,Yellow-rumped Cacique,,
Icterus cayanensis,Passeriformes,Fluvicolinae,Icteridae,inhapim,Epaulet Oriole,,
Icterus pyrrhopterus,Passeriformes,Fluvicolinae,Icteridae,encontro,Variable Oriole,,
Icterus chrysocephalus,Passeriformes,Fluvicolinae,Icteridae,rouxinol-do-rio-negro,Moriche Oriole,,
Icterus nigrogularis,Passeriformes,Fluvicolinae,Icteridae,joão-pinto-amarelo,Yellow Oriole,,
Icterus jamacaii,Passeriformes,Fluvicolinae,Icteridae,corrupião,Campo Troupial,,
Icterus croconotus,Passeriformes,Fluvicolinae,Icteridae,joão-pinto,Orange-backed Troupial,,
Macroagelaius imthurni,Passeriformes,Fluvicolinae,Icteridae,iraúna-da-guiana,Golden-tufted Grackle,,
Gymnomystax mexicanus,Passeriformes,Fluvicolinae,Icteridae,iratauá-grande,Oriole Blackbird,,
Lampropsar tanagrinus,Passeriformes,Fluvicolinae,Icteridae,iraúna-velada,Velvet-fronted Grackle,,
Gnorimopsar chopi,Passeriformes,Fluvicolinae,Icteridae,pássaro-preto,Chopi Blackbird,,
Anumara forbesi,Passeriformes,Fluvicolinae,Icteridae,anumará,Forbes's Blackbird,EN,
Amblyramphus holosericeus,Passeriformes,Fluvicolinae,Icteridae,cardeal-do-banhado,Scarlet-headed Blackbird,,
Agelasticus cyanopus,Passeriformes,Fluvicolinae,Icteridae,carretão,Unicolored Blackbird,,
Agelasticus thilius,Passeriformes,Fluvicolinae,Icteridae,sargento,Yellow-winged Blackbird,,
Chrysomus ruficapillus,Passeriformes,Fluvicolinae,Icteridae,garibaldi,Chestnut-capped Blackbird,,
Chrysomus icterocephalus,Passeriformes,Fluvicolinae,Icteridae,iratauá-pequeno,Yellow-hooded Blackbird,,
Xanthopsar flavus,Passeriformes,Fluvicolinae,Icteridae,veste-amarela,Saffron-cowled Blackbird,VU,
Pseudoleistes guirahuro,Passeriformes,Fluvicolinae,Icteridae,chopim-do-brejo,Yellow-rumped Marshbird,,
Pseudoleistes virescens,Passeriformes,Fluvicolinae,Icteridae,dragão,Brown-and-yellow Marshbird,,
Agelaioides badius,Passeriformes,Fluvicolinae,Icteridae,asa-de-telha,Grayish Baywing,,
Agelaioides fringillarius,Passeriformes,Fluvicolinae,Icteridae,asa-de-telha-pálido,Pale Baywing,,
Molothrus rufoaxillaris,Passeriformes,Fluvicolinae,Icteridae,chupim-azeviche,Screaming Cowbird,,
Molothrus oryzivorus,Passeriformes,Fluvicolinae,Icteridae,iraúna-grande,Giant Cowbird,,
Molothrus bonariensis,Passeriformes,Fluvicolinae,Icteridae,chupim,Shiny Cowbird,,
Quiscalus lugubris,Passeriformes,Fluvicolinae,Icteridae,iraúna-do-norte,Carib Grackle,,
Sturnella militaris,Passeriformes,Fluvicolinae,Icteridae,polícia-inglesa-do-norte,Red-breasted Meadowlark,,
Sturnella superciliaris,Passeriformes,Fluvicolinae,Icteridae,polícia-inglesa-do-sul,White-browed Meadowlark,,
Sturnella defilippii,Passeriformes,Fluvicolinae,Icteridae,peito-vermelho-grande,Pampas Meadowlark,VU,
Sturnella magna,Passeriformes,Fluvicolinae,Icteridae,pedro-ceroulo,Eastern Meadowlark,NT,
Dolichonyx oryzivorus,Passeriformes,Fluvicolinae,Icteridae,triste-pia,Bobolink,,
Lamprospiza melanoleuca,Passeriformes,Fluvicolinae,Mitrospingidae,pipira-de-bico-vermelho,Red-billed Pied Tanager,,
Mitrospingus oleagineus,Passeriformes,Fluvicolinae,Mitrospingidae,pipira-olivácea,Olive-backed Tanager,,
Orthogonys chloricterus,Passeriformes,Fluvicolinae,Mitrospingidae,catirumbava,Olive-green Tanager,,
Rhopospina fruticeti,Passeriformes,Porphyrospizinae,Thraupidae,canário-andino-negro,Mourning Sierra-Finch,,
Porphyrospiza caerulescens,Passeriformes,Porphyrospizinae,Thraupidae,campainha-azul,Blue Finch,NT,
Parkerthraustes humeralis,Passeriformes,Orchesticinae,Thraupidae,furriel-de-encontro,Yellow-shouldered Grosbeak,,
Orchesticus abeillei,Passeriformes,Orchesticinae,Thraupidae,sanhaço-pardo,Brown Tanager,NT,
Pipraeidea melanonota,Passeriformes,Thraupinae,Thraupidae,saíra-viúva,Fawn-breasted Tanager,,
Pipraeidea bonariensis,Passeriformes,Thraupinae,Thraupidae,sanhaço-papa-laranja,Blue-and-yellow Tanager,,
Neothraupis fasciata,Passeriformes,Thraupinae,Thraupidae,cigarra-do-campo,White-banded Tanager,NT,
Gubernatrix cristata,Passeriformes,Thraupinae,Thraupidae,cardeal-amarelo,Yellow Cardinal,EN,
Hedyglossa diuca,Passeriformes,Thraupinae,Thraupidae,diuca,Common Diuca-Finch,,
Stephanophorus diadematus,Passeriformes,Thraupinae,Thraupidae,sanhaço-frade,Diademed Tanager,,
Cissopis leverianus,Passeriformes,Thraupinae,Thraupidae,tietinga,Magpie Tanager,,
Schistochlamys melanopis,Passeriformes,Thraupinae,Thraupidae,sanhaço-de-coleira,Black-faced Tanager,,
Schistochlamys ruficapillus,Passeriformes,Thraupinae,Thraupidae,bico-de-veludo,Cinnamon Tanager,,
Paroaria coronata,Passeriformes,Thraupinae,Thraupidae,cardeal,Red-crested Cardinal,,
Paroaria dominicana,Passeriformes,Thraupinae,Thraupidae,cardeal-do-nordeste,Red-cowled Cardinal,,
Paroaria baeri,Passeriformes,Thraupinae,Thraupidae,cardeal-do-araguaia,Araguaia Cardinal,,
Paroaria xinguensis,Passeriformes,Thraupinae,Thraupidae,cardeal-do-xingu,Xingu Cardinal,,
Paroaria gularis,Passeriformes,Thraupinae,Thraupidae,cardeal-da-amazônia,Red-capped Cardinal,,
Paroaria cervicalis,Passeriformes,Thraupinae,Thraupidae,cardeal-da-bolívia,Bolivian Cardinal,,
Paroaria capitata,Passeriformes,Thraupinae,Thraupidae,cavalaria,Yellow-billed Cardinal,,
Tangara gyrola,Passeriformes,Thraupinae,Thraupidae,saíra-de-cabeça-castanha,Bay-headed Tanager,,
Tangara schrankii,Passeriformes,Thraupinae,Thraupidae,saíra-ouro,Green-and-gold Tanager,,
Tangara mexicana,Passeriformes,Thraupinae,Thraupidae,saíra-de-bando,Turquoise Tanager,,
Tangara brasiliensis,Passeriformes,Thraupinae,Thraupidae,cambada-de-chaves,White-bellied Tanager,,
Tangara chilensis,Passeriformes,Thraupinae,Thraupidae,sete-cores-da-amazônia,Paradise Tanager,,
Tangara velia,Passeriformes,Thraupinae,Thraupidae,saíra-diamante,Opal-rumped Tanager,,
Tangara cyanomelas,Passeriformes,Thraupinae,Thraupidae,saíra-pérola,Silver-breasted Tanager,,
Tangara callophrys,Passeriformes,Thraupinae,Thraupidae,saíra-opala,Opal-crowned Tanager,,
Tangara seledon,Passeriformes,Thraupinae,Thraupidae,saíra-sete-cores,Green-headed Tanager,,
Tangara fastuosa,Passeriformes,Thraupinae,Thraupidae,pintor,Seven-colored Tanager,VU,
Tangara cyanocephala,Passeriformes,Thraupinae,Thraupidae,saíra-militar,Red-necked Tanager,,
Tangara cyanoventris,Passeriformes,Thraupinae,Thraupidae,saíra-douradinha,Gilt-edged Tanager,,
Tangara desmaresti,Passeriformes,Thraupinae,Thraupidae,saíra-lagarta,Brassy-breasted Tanager,,
Tangara varia,Passeriformes,Thraupinae,Thraupidae,saíra-carijó,Dotted Tanager,,
Tangara punctata,Passeriformes,Thraupinae,Thraupidae,saíra-negaça,Spotted Tanager,,
Tangara guttata,Passeriformes,Thraupinae,Thraupidae,saíra-pintada,Speckled Tanager,,
Tangara xanthogastra,Passeriformes,Thraupinae,Thraupidae,saíra-de-barriga-amarela,Yellow-bellied Tanager,,
Tangara episcopus,Passeriformes,Thraupinae,Thraupidae,sanhaço-da-amazônia,Blue-gray Tanager,,
Tangara sayaca,Passeriformes,Thraupinae,Thraupidae,sanhaço-cinzento,Sayaca Tanager,,
Tangara cyanoptera,Passeriformes,Thraupinae,Thraupidae,sanhaço-de-encontro-azul,Azure-shouldered Tanager,NT,
Tangara palmarum,Passeriformes,Thraupinae,Thraupidae,sanhaço-do-coqueiro,Palm Tanager,,
Tangara ornata,Passeriformes,Thraupinae,Thraupidae,sanhaço-de-encontro-amarelo,Golden-chevroned Tanager,,
Tangara nigrocincta,Passeriformes,Thraupinae,Thraupidae,saíra-mascarada,Masked Tanager,,
Tangara cyanicollis,Passeriformes,Thraupinae,Thraupidae,saíra-de-cabeça-azul,Blue-necked Tanager,,
Tangara argentea,Passeriformes,Thraupinae,Thraupidae,saíra-de-cabeça-preta,Black-headed Tanager,,
Tangara peruviana,Passeriformes,Thraupinae,Thraupidae,saíra-sapucaia,Black-backed Tanager,VU,
Tangara preciosa,Passeriformes,Thraupinae,Thraupidae,saíra-preciosa,Chestnut-backed Tanager,,
Tangara cayana,Passeriformes,Thraupinae,Thraupidae,saíra-amarela,Burnished-buff Tanager,,
Nemosia pileata,Passeriformes,Nemosiinae,Thraupidae,saíra-de-chapéu-preto,Hooded Tanager,,
Nemosia rourei,Passeriformes,Nemosiinae,Thraupidae,saíra-apunhalada,Cherry-throated Tanager,CR,
Cyanicterus cyanicterus,Passeriformes,Nemosiinae,Thraupidae,pipira-azul,Blue-backed Tanager,,
Compsothraupis loricata,Passeriformes,Nemosiinae,Thraupidae,tiê-caburé,Scarlet-throated Tanager,,
Conirostrum speciosum,Passeriformes,Diglossinae,Thraupidae,figuinha-de-rabo-castanho,Chestnut-vented Conebill,,
Conirostrum bicolor,Passeriformes,Diglossinae,Thraupidae,figuinha-do-mangue,Bicolored Conebill,NT,
Conirostrum margaritae,Passeriformes,Diglossinae,Thraupidae,figuinha-amazônica,Pearly-breasted Conebill,VU,
Sicalis citrina,Passeriformes,Diglossinae,Thraupidae,canário-rasteiro,Stripe-tailed Yellow-Finch,,
Sicalis flaveola,Passeriformes,Diglossinae,Thraupidae,canário-da-terra,Saffron Finch,,
Sicalis columbiana,Passeriformes,Diglossinae,Thraupidae,canário-do-amazonas,Orange-fronted Yellow-Finch,,
Sicalis luteola,Passeriformes,Diglossinae,Thraupidae,tipio,Grassland Yellow-Finch,,
Haplospiza unicolor,Passeriformes,Diglossinae,Thraupidae,cigarra-bambu,Uniform Finch,,
Catamenia homochroa,Passeriformes,Diglossinae,Thraupidae,patativa-da-amazônia,Paramo Seedeater,,
Diglossa duidae,Passeriformes,Diglossinae,Thraupidae,fura-flor-escamoso,Scaled Flowerpiercer,,
Diglossa major,Passeriformes,Diglossinae,Thraupidae,fura-flor-grande,Greater Flowerpiercer,,
Chlorophanes spiza,Passeriformes,Hemithraupinae,Thraupidae,saí-verde,Green Honeycreeper,,
Hemithraupis flavicollis,Passeriformes,Hemithraupinae,Thraupidae,saíra-galega,Yellow-backed Tanager,,
Hemithraupis guira,Passeriformes,Hemithraupinae,Thraupidae,saíra-de-papo-preto,Guira Tanager,,
Hemithraupis ruficapilla,Passeriformes,Hemithraupinae,Thraupidae,saíra-ferrugem,Rufous-headed Tanager,,
Conothraupis speculigera,Passeriformes,Tachyphoninae,Thraupidae,tiê-preto-e-branco,Black-and-white Tanager,NT,
Conothraupis mesoleuca,Passeriformes,Tachyphoninae,Thraupidae,tiê-bicudo,Cone-billed Tanager,EN,
Volatinia jacarina,Passeriformes,Tachyphoninae,Thraupidae,tiziu,Blue-black Grassquit,,
Eucometis penicillata,Passeriformes,Tachyphoninae,Thraupidae,pipira-da-taoca,Gray-headed Tanager,,
Trichothraupis melanops,Passeriformes,Tachyphoninae,Thraupidae,tiê-de-topete,Black-goggled Tanager,,
Coryphospingus pileatus,Passeriformes,Tachyphoninae,Thraupidae,tico-tico-rei-cinza,Pileated Finch,,
Coryphospingus cucullatus,Passeriformes,Tachyphoninae,Thraupidae,tico-tico-rei,Red-crested Finch,,
Lanio surinamus,Passeriformes,Tachyphoninae,Thraupidae,tem-tem-de-topete-ferrugíneo,Fulvous-crested Tanager,,
Lanio versicolor,Passeriformes,Tachyphoninae,Thraupidae,pipira-de-asa-branca,White-winged Shrike-Tanager,,
Lanio fulvus,Passeriformes,Tachyphoninae,Thraupidae,pipira-parda,Fulvous Shrike-Tanager,,
Lanio luctuosus,Passeriformes,Tachyphoninae,Thraupidae,tem-tem-de-dragona-branca,White-shouldered Tanager,,
Lanio cristatus,Passeriformes,Tachyphoninae,Thraupidae,tiê-galo,Flame-crested Tanager,,
Lanio nattereri,Passeriformes,Tachyphoninae,Thraupidae,pipira-de-natterer,Natterer's Tanager,,
Lanio rufiventer,Passeriformes,Tachyphoninae,Thraupidae,tem-tem-de-crista-amarela,Yellow-crested Tanager,,
Tachyphonus phoenicius,Passeriformes,Tachyphoninae,Thraupidae,tem-tem-de-dragona-vermelha,Red-shouldered Tanager,,
Tachyphonus rufus,Passeriformes,Tachyphoninae,Thraupidae,pipira-preta,White-lined Tanager,,
Tachyphonus coronatus,Passeriformes,Tachyphoninae,Thraupidae,tiê-preto,Ruby-crowned Tanager,,
Ramphocelus nigrogularis,Passeriformes,Tachyphoninae,Thraupidae,pipira-de-máscara,Masked Crimson Tanager,,
Ramphocelus bresilius,Passeriformes,Tachyphoninae,Thraupidae,tiê-sangue,Brazilian Tanager,,
Ramphocelus carbo,Passeriformes,Tachyphoninae,Thraupidae,pipira-vermelha,Silver-beaked Tanager,,
Charitospiza eucosma,Passeriformes,Charitospizinae,Thraupidae,mineirinho,Coal-crested Finch,NT,
Tersina viridis,Passeriformes,Dacninae,Thraupidae,saí-andorinha,Swallow Tanager,,
Cyanerpes nitidus,Passeriformes,Dacninae,Thraupidae,saí-de-bico-curto,Short-billed Honeycreeper,,
Cyanerpes caeruleus,Passeriformes,Dacninae,Thraupidae,saí-de-perna-amarela,Purple Honeycreeper,,
Cyanerpes cyaneus,Passeriformes,Dacninae,Thraupidae,saíra-beija-flor,Red-legged Honeycreeper,,
Dacnis albiventris,Passeriformes,Dacninae,Thraupidae,saí-de-barriga-branca,White-bellied Dacnis,,
Dacnis nigripes,Passeriformes,Dacninae,Thraupidae,saí-de-pernas-pretas,Black-legged Dacnis,NT,
Dacnis flaviventer,Passeriformes,Dacninae,Thraupidae,saí-amarela,Yellow-bellied Dacnis,,
Dacnis cayana,Passeriformes,Dacninae,Thraupidae,saí-azul,Blue Dacnis,,
Dacnis lineata,Passeriformes,Dacninae,Thraupidae,saí-de-máscara-preta,Black-faced Dacnis,,
Coereba flaveola,Passeriformes,Coerebinae,Thraupidae,cambacica,Bananaquit,,
Tiaris obscurus,Passeriformes,Coerebinae,Thraupidae,cigarra-parda,Dull-colored Grassquit,,
Tiaris fuliginosus,Passeriformes,Coerebinae,Thraupidae,cigarra-preta,Sooty Grassquit,,
Sporophila lineola,Passeriformes,Sporophilinae,Thraupidae,bigodinho,Lined Seedeater,,
Sporophila frontalis,Passeriformes,Sporophilinae,Thraupidae,pixoxó,Buffy-fronted Seedeater,VU,
Sporophila falcirostris,Passeriformes,Sporophilinae,Thraupidae,cigarra,Temminck's Seedeater,VU,
Sporophila schistacea,Passeriformes,Sporophilinae,Thraupidae,cigarrinha-do-norte,Slate-colored Seedeater,,
Sporophila intermedia,Passeriformes,Sporophilinae,Thraupidae,papa-capim-cinza,Gray Seedeater,,
Sporophila plumbea,Passeriformes,Sporophilinae,Thraupidae,patativa,Plumbeous Seedeater,,
Sporophila beltoni,Passeriformes,Sporophilinae,Thraupidae,patativa-tropeira,Tropeiro Seedeater,VU,
